clip_filename,id,start_time,end_time,label
1_Right.mp4,4,00:00:45.680,00:00:46.520,1_Right
2_Left.mp4,4,00:00:59.520,00:01:01.760,2_Left
3_Left.mp4,4,00:01:30.640,00:01:31.600,3_Left
4_Right.mp4,4,00:01:42.160,00:01:44.320,4_Right
5_Left.mp4,4,00:02:10.840,00:02:11.800,5_Left
6_Left.mp4,4,00:02:24.040,00:02:28.960,6_Left
7_Right.mp4,4,00:02:39.120,00:02:43.200,7_Right
8_Left.mp4,4,00:03:00.920,00:03:06.560,8_Left
9_Left.mp4,4,00:03:32.400,00:03:33.880,9_Left
10_Right.mp4,4,00:03:56.560,00:04:06.840,10_Right
11_Right.mp4,4,00:04:41.080,00:04:42.000,11_Right
12_Left.mp4,4,00:04:53.440,00:04:55.800,12_Left
13_Left.mp4,4,00:05:09.560,00:05:10.600,13_Left
14_Right.mp4,4,00:06:42.920,00:06:44.680,14_Right
15_Right.mp4,4,00:06:57.840,00:06:58.760,15_Right
16_Right.mp4,4,00:07:40.960,00:07:44.840,16_Right
17_Left.mp4,4,00:08:31.560,00:08:32.960,17_Left
18_Left.mp4,4,00:08:47.160,00:08:48.200,18_Left
19_Left.mp4,4,00:09:27.160,00:09:28.400,19_Left
20_Left.mp4,4,00:09:39.680,00:09:40.760,20_Left
21_Left.mp4,4,00:10:10.360,00:10:11.520,21_Left
22_Right.mp4,4,00:10:26.040,00:10:27.080,22_Right
23_Right.mp4,4,00:10:39.240,00:10:42.720,23_Right
24_Right.mp4,4,00:11:02.640,00:11:03.400,24_Right
25_Left.mp4,4,00:11:32.080,00:11:33.440,25_Left
26_Right.mp4,4,00:11:48.200,00:11:49.080,26_Right
27_Right.mp4,4,00:12:07.440,00:12:08.200,27_Right
28_Left.mp4,4,00:12:33.240,00:12:34.160,28_Left
