00:00:15.474,00:00:16.683,1_Left
00:00:43.001,00:00:44.002,2_Right
00:00:52.135,00:00:52.970,3_Left
00:00:59.768,00:01:01.144,4_Left
00:01:16.952,00:01:18.078,5_Right
00:01:27.587,00:01:28.380,6_Right
00:01:37.139,00:01:38.390,7_Right
00:01:48.608,00:01:50.485,8_Left
00:01:59.328,00:02:00.704,9_Right
00:02:18.138,00:02:19.348,10_Right
00:02:26.938,00:02:28.190,11_Left
00:02:44.915,00:02:46.083,12_Left
00:02:56.635,00:03:01.932,13_Left
00:03:18.907,00:03:19.825,14_Right
00:03:52.941,00:03:53.859,15_Left
00:05:12.354,00:05:13.855,16_Right
00:05:38.755,00:05:39.923,17_Right
00:06:52.621,00:06:53.538,18_Right
00:07:00.871,00:07:02.172,19_Right
00:07:56.017,00:07:58.728,21_Right
00:08:12.534,00:08:13.660,21_Left
00:08:40.440,00:08:41.187,22_Right
