clip_filename,id,start_time,end_time,label
1_Right.mp4,3,00:02:32.480,00:02:34.280,1_Right
2_Right.mp4,3,00:02:45.360,00:02:56.280,2_Right
3_Left.mp4,3,00:03:11.520,00:03:13.680,3_Left
4_Right.mp4,3,00:03:24.920,00:03:27.000,4_Right
5_Right.mp4,3,00:03:41.840,00:03:43.360,5_Right
6_Left.mp4,3,00:03:58.320,00:03:59.600,6_Left
7_Left.mp4,3,00:04:10.520,00:04:16.120,7_Left
8_Right.mp4,3,00:04:32.160,00:04:33.480,8_Right
9_Left.mp4,3,00:04:46.720,00:04:54.720,9_Left
10_Left.mp4,3,00:05:12.640,00:05:14.440,10_Left
11_Right.mp4,3,00:05:40.760,00:05:42.320,11_Right
12_Left.mp4,3,00:05:55.200,00:05:57.000,12_Left
13_Left.mp4,3,00:06:07.680,00:06:09.040,13_Left
14_Right.mp4,3,00:06:51.920,00:06:57.040,14_Right
15_Left.mp4,3,00:07:12.640,00:07:13.840,15_Left
16_Right.mp4,3,00:08:41.560,00:08:43.680,16_Right
17_Left.mp4,3,00:08:55.360,00:08:57.240,17_Left
18_Left.mp4,3,00:09:14.840,00:09:16.480,18_Left
19_Left.mp4,3,00:10:14.480,00:10:21.480,19_Left
20_Right.mp4,3,00:10:38.640,00:10:40.120,20_Right
21_Left.mp4,3,00:10:54.280,00:10:56.320,21_Left
22_Left.mp4,3,00:11:17.760,00:11:18.920,22_Left
23_Right.mp4,3,00:11:42.503,00:11:44.040,23_Right
24_Right.mp4,3,00:11:55.960,00:11:58.320,24_Right
25_Left.mp4,3,00:12:17.440,00:12:19.040,25_Left
26_Right.mp4,3,00:12:41.560,00:12:42.480,26_Right
27_Left.mp4,3,00:13:17.920,00:13:20.040,27_Left
